work_id,title,publication_year
https://openalex.org/W1561082337,Out of the Crisis,1982
https://openalex.org/W1486145806,The Wretched of the Earth,1961
https://openalex.org/W1988520084,Statistical Decision Theory and Bayesian Analysis,1985
https://openalex.org/W2094514178,An Efficient Method of Estimating Seemingly Unrelated Regressions and Tests for Aggregation Bias,1962
https://openalex.org/W2075665712,Solving Least Squares Problems,1995
https://openalex.org/W2797914455,User's Manual for Isoplot 3.00 - A Geochronological Toolkit for Microsoft Excel,2003
https://openalex.org/W1973782344,Transformation of intact yeast cells treated with alkali cations,1983
https://openalex.org/W4239146293,Numerical Recipes: The Art of Scientific Computing,1987
https://openalex.org/W1544206333,Aims and Methods of Vegetation Ecology,1976
https://openalex.org/W2154929945,Ant colony system: a cooperative learning approach to the traveling salesman problem,1997
https://openalex.org/W1986829915,Powering the planet: Chemical challenges in solar energy utilization,2006
https://openalex.org/W2765081049,GW170817: Observation of Gravitational Waves from a Binary Neutron Star Inspiral,2017
https://openalex.org/W1507412811,Atlas of Electrochemical Equilibria in Aqueous Solutions,1974
https://openalex.org/W2028046413,"Avogadro: an advanced semantic chemical editor, visualization, and analysis platform",2012
https://openalex.org/W2006546769,The file drawer problem and tolerance for null results.,1979
https://openalex.org/W2336416123,Probabilistic robotics,2002
https://openalex.org/W2172157658,Exploring internal stickiness: Impediments to the transfer of best practice within the firm,1996
https://openalex.org/W2571036723,"SOURCES AND EFFECTS OF IONIZING RADIATION : United Nations Scientific Committee on the Effects of Atomic Radiation UNSCEAR 2000 Report to the General Assembly, with Scientific Annexes",2002
https://openalex.org/W2042433863,Pattern Recognition Receptors and Inflammation,2010
https://openalex.org/W1969503178,Human Malaria Parasites in Continuous Culture,1976
https://openalex.org/W2255119171,Autistic disturbances of affective contact,1943
https://openalex.org/W2030205108,The Protein Kinase Complement of the Human Genome,2002
https://openalex.org/W1885185971,Image Super-Resolution Using Deep Convolutional Networks,2015
https://openalex.org/W2173497140,Multilineage Cells from Human Adipose Tissue: Implications for Cell-Based Therapies,2001
https://openalex.org/W2031904472,Electron transfers in chemistry and biology,1985
https://openalex.org/W2054692642,What Will 5G Be?,2014
https://openalex.org/W2017990047,The Bargaining Problem,1950
https://openalex.org/W1832287255,FSTAT (Version 1.2): A Computer Program to Calculate F-Statistics,1995
https://openalex.org/W2161551760,The world report on violence and health,2002
https://openalex.org/W2060123467,Transection of the oesophagus for bleeding oesophageal varices,1973
https://openalex.org/W2115579991,Vision meets robotics: The KITTI dataset,2013
https://openalex.org/W4252468642,Subjective well-being.,1984
https://openalex.org/W2000474073,Theory of Propagation of Elastic Waves in a Fluid-Saturated Porous Solid. I. Low-Frequency Range,1956
https://openalex.org/W2071249181,International Investment and International Trade in the Product Cycle,1966
https://openalex.org/W2099244020,Bilateral filtering for gray and color images,2002
https://openalex.org/W1998025025,Collinearity: a review of methods to deal with it and a simulation study evaluating their performance,2012
https://openalex.org/W2083339292,"Radiative transfer for inhomogeneous atmospheres: RRTM, a validated correlated?€?k model for the longwave",1997
https://openalex.org/W2899497983,The Chemical Composition of the Sun,2009
https://openalex.org/W2014444740,Measuring biological diversity,2004
https://openalex.org/W4230588984,Fuzzy sets as a basis for a theory of possibility,1978
https://openalex.org/W2133109597,Toward principles for the design of ontologies used for knowledge sharing?,1995
https://openalex.org/W2026912546,A simple efficient liquid scintillator for counting aqueous solutions in a liquid scintillation counter,1960
https://openalex.org/W2313203550,Spontaneous Initiation of Atrial Fibrillation by Ectopic Beats Originating in the Pulmonary Veins,1998
https://openalex.org/W4299687266,Fitting Linear Mixed-Effects Models using lme4,2014
https://openalex.org/W2158940042,Ideal spatial adaptation by wavelet shrinkage,1994
https://openalex.org/W2321650456,Structural Holes: The Social Structure of Competition,1995
https://openalex.org/W2108344016,Years lived with disability (YLDs) for 1160 sequelae of 289 diseases and injuries 1990?€?2010: a systematic analysis for the Global Burden of Disease Study 2010,2012
https://openalex.org/W87496662,Adaptive filter theory,1993
https://openalex.org/W2098580305,Distributed Hierarchical Processing in the Primate Cerebral Cortex,1991
https://openalex.org/W2000465687,Personal Knowledge: Towards a Post-Critical Philosophy,1959
https://openalex.org/W2088925839,The Compressibility of Media under Extreme Pressures,1944
https://openalex.org/W2087454739,Ethical guidelines for investigations of experimental pain in conscious animals,1983
https://openalex.org/W2105275554,Loop-mediated isothermal amplification of DNA,2000
https://openalex.org/W1975879668,Measuring nominal scale agreement among many raters.,1971
https://openalex.org/W2134819724,Formation and Structure of Self-Assembled Monolayers,1996
https://openalex.org/W1631767606,Fourth Generation Evaluation,2014
https://openalex.org/W2125001590,Mixed-effects modeling with crossed random effects for subjects and items,2008
https://openalex.org/W1632114991,Building a Large Annotated Corpus of English: The Penn Treebank,1993
https://openalex.org/W1988378253,Stable isotopes in precipitation,1964
https://openalex.org/W2112076978,Experiments with a new boosting algorithm,1996
https://openalex.org/W2113536011,Removal of heavy metal ions from wastewaters: A review,2010
https://openalex.org/W2963684088,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,2015
https://openalex.org/W1991494214,"p53, the Cellular Gatekeeper for Growth and Division",1997
https://openalex.org/W2063576996,"Estimation of total, protein-bound, and nonprotein sulfhydryl groups in tissue with Ellman's reagent",1968
https://openalex.org/W2963207607,Explaining and Harnessing Adversarial Examples,2015
https://openalex.org/W1985453879,Foundations of Behavioral Research,1974
https://openalex.org/W2103031848,TGF-?? SIGNAL TRANSDUCTION,1998
https://openalex.org/W2139984188,Evaluation of survival data and two new rank order statistics arising in its consideration.,1966
https://openalex.org/W1247968195,Grading quality of evidence and strength of recommendations,2004
https://openalex.org/W4298005629,The American Economic Review,2011
https://openalex.org/W2313339984,A Concordance Correlation Coefficient to Evaluate Reproducibility,1989
https://openalex.org/W2096073058,Recommendations regarding quantitation in M-mode echocardiography: results of a survey of echocardiographic measurements.,1978
https://openalex.org/W2063085086,"Guidelines, criteria, and rules of thumb for evaluating normed and standardized assessment instruments in psychology.",1994
https://openalex.org/W2036931150,Rapid and efficient site-specific mutagenesis without phenotypic selection.,1985
https://openalex.org/W4300471567,Harvard business review,1994
https://openalex.org/W2085124463,The Steroid and Thyroid Hormone Receptor Superfamily,1988
https://openalex.org/W2782878764,"Qualitative evaluation and research methods, 2nd ed.",1990
https://openalex.org/W2041311241,Black phosphorus field-effect transistors,2014
https://openalex.org/W4231057775,Theory of Rational Option Pricing,1973
https://openalex.org/W2029648951,8 Decolonizing Methodologies: Research and Indigenous Peoples,2024
https://openalex.org/W2123341385,The Fusiform Face Area: A Module in Human Extrastriate Cortex Specialized for Face Perception,1997
https://openalex.org/W2128114769,Genome sequencing in microfabricated high-density picolitre reactors,2005
https://openalex.org/W2133151341,The HITRAN2016 molecular spectroscopic database,2017
https://openalex.org/W2138405719,Titanium dioxide photocatalysis,2000
https://openalex.org/W2164385948,Social Exchange Theory: An Interdisciplinary Review,2005
https://openalex.org/W2169417293,Rules Rather than Discretion: The Inconsistency of Optimal Plans,1977
https://openalex.org/W2316564661,Methods of conjugate gradients for solving linear systems,1952
https://openalex.org/W2909240409,Occurrence of the potent mutagens 2- nitrobenzanthrone and 3-nitrobenzanthrone in fine airborne particles,2019
https://openalex.org/W2172466148,TH1 and TH2 Cells: Different Patterns of Lymphokine Secretion Lead to Different Functional Properties,1989
https://openalex.org/W2119436275,An Introduction to Copulas,1999
https://openalex.org/W2127063807,mTOR Signaling in Growth Control and Disease,2012
https://openalex.org/W2158023121,Deciphering the biology of Mycobacterium tuberculosis from the complete genome sequence,1998
https://openalex.org/W2163480486,Network biology: understanding the cell's functional organization,2004
https://openalex.org/W2004216675,World Energy Outlook,1977
https://openalex.org/W2161484642,Maintaining knowledge about temporal intervals,1983
https://openalex.org/W2060194897,Selenium: Biochemical Role as a Component of Glutathione Peroxidase,1973
https://openalex.org/W2022085591,Systematic Design of Pore Size and Functionality in Isoreticular MOFs and Their Application in Methane Storage,2002
https://openalex.org/W2129319296,Defective LPS Signaling in C3H/HeJ and C57BL/10ScCr Mice: Mutations in<i>Tlr4</i>Gene,1998
https://openalex.org/W2148924243,Development of a WHO growth reference for school-aged children and adolescents,2007
https://openalex.org/W4301014524,Numerical Optimization,2006
https://openalex.org/W1541456364,Steps to an Ecology of Mind,1973
https://openalex.org/W2032843489,Zener Model Description of Ferromagnetism in Zinc-Blende Magnetic Semiconductors,2000
https://openalex.org/W2763766763,Thematic Analysis,2017
https://openalex.org/W2004550299,Metal?€?organic framework materials as catalysts,2009
https://openalex.org/W2016382728,Regression Models for Categorical and Limited Dependent Variables.,1997
https://openalex.org/W2088477804,A rationale and test for the number of factors in factor analysis,1965
https://openalex.org/W2001692359,The role of protein kinase C in cell surface signal transduction and tumour promotion,1984
https://openalex.org/W2088321686,Detection of individual gas molecules adsorbed on graphene,2007
https://openalex.org/W2154321074,"Quantum Dots for Live Cells, in Vivo Imaging, and Diagnostics",2005
https://openalex.org/W2925515791,Case Study Research and Applications: Design and Methods,2017
https://openalex.org/W2035108601,Handbook of Sensory Physiology,1975
https://openalex.org/W2124181495,"The Jackknife, the Bootstrap and Other Resampling Plans",1982
https://openalex.org/W2135894974,Nonparametric statistical testing of EEG- and MEG-data,2007
https://openalex.org/W1992858116,Sub-diffraction-limit imaging by stochastic optical reconstruction microscopy (STORM),2006
https://openalex.org/W2020794622,Progressive Statistics for Studies in Sports Medicine and Exercise Science,2008
https://openalex.org/W2155441883,Adherence to Medication,2005
https://openalex.org/W2033990154,Self-consistent molecular orbital methods. XXIII. A polarization-type basis set for second-row elements,1982
https://openalex.org/W4231533450,Politeness,1987
https://openalex.org/W1677747913,Design and synthesis of an exceptionally stable and highly porous metal-organic framework,1999
https://openalex.org/W2011208902,Entanglement of Formation of an Arbitrary State of Two Qubits,1998
https://openalex.org/W2068869385,The Strategy of Conflict,1960
https://openalex.org/W2091063438,Optical Absorption Intensities of Rare-Earth Ions,1962
https://openalex.org/W2116388354,"The Great Crash, the Oil Price Shock, and the Unit Root Hypothesis",1989
https://openalex.org/W2114622716,<i>PHENIX</i>: a comprehensive Python-based system for macromolecular structure solution,2012
https://openalex.org/W4250229182,Economic and Political Weekly,2017
https://openalex.org/W2050006242,"Diagnostic and Statistical Manual of Mental Disorders, 3rd ed",1981
https://openalex.org/W2165474034,Lenin and Philosophy and Other Essays,1971
https://openalex.org/W1977775666,Evaluating the use of exploratory factor analysis in psychological research.,1999
https://openalex.org/W2127336290,Optimization of parameters for semiempirical methods I. Method,1989
https://openalex.org/W323536346,Turbulent Flows,2000
https://openalex.org/W13130175,Introduction to solid state physics,1957
https://openalex.org/W2115093090,Circulating microRNAs as stable blood-based markers for cancer detection,2008
https://openalex.org/W2127890285,User-guided 3D active contour segmentation of anatomical structures: Significantly improved efficiency and reliability,2006
https://openalex.org/W2149355902,Teachers?€? Beliefs and Educational Research: Cleaning Up a Messy Construct,1992
https://openalex.org/W2156761163,The Attention System of the Human Brain,1990
https://openalex.org/W2109006689,Metodologi penelitian kualitatif,2017
https://openalex.org/W2057659248,A meta-analytic test of intergroup contact theory.,2006
https://openalex.org/W1604035276,"User's guide to PHREEQC (Version 2): A computer program for speciation, batch-reaction, one-dimensional transport, and inverse geochemical calculations",1999
https://openalex.org/W2262414037,Comprehensive molecular characterization of human colon and rectal cancer,2012
https://openalex.org/W1942668068,Two types of murine helper T cell clone. I. Definition according to profiles of lymphokine activities and secreted proteins.,1986
https://openalex.org/W2079283960,A typology of reviews: an analysis of 14 review types and associated methodologies,2009
https://openalex.org/W2096768134,Fuzzy Set Theory?€?and Its Applications,2001
https://openalex.org/W2112814753,Tandem repeats finder: a program to analyze DNA sequences,1999
https://openalex.org/W2135255848,A spreading-activation theory of semantic processing.,1975
https://openalex.org/W1976770755,Using the framework method for the analysis of qualitative data in multi-disciplinary health research,2013
https://openalex.org/W2042276900,Feeling and thinking: Preferences need no inferences.,1980
https://openalex.org/W2964344211,CRC Handbook of Chemistry and Physics,2016
https://openalex.org/W2167898414,"Pastry: Scalable, Decentralized Object Location, and Routing for Large-Scale Peer-to-Peer Systems",2001
https://openalex.org/W2321972685,A Spectrophotometric Investigation of the Interaction of Iodine with Aromatic Hydrocarbons,1949
https://openalex.org/W1972568665,An ecological risk index for aquatic pollution control.a sedimentological approach,1980
https://openalex.org/W2110755408,A New Statistical Method for Haplotype Reconstruction from Population Data,2001
https://openalex.org/W2171093181,Tables of bond lengths determined by X-ray and neutron diffraction. Part 1. Bond lengths in organic compounds,1987
https://openalex.org/W3001465255,A novel coronavirus outbreak of global health concern,2020
https://openalex.org/W2007780422,Computational analysis of present-day American English,1967
https://openalex.org/W2048568378,A new model for predicting the hydraulic conductivity of unsaturated porous media,1976
https://openalex.org/W4298859129,An Inquiry into the Nature and Causes of the Wealth of Nations,1977
https://openalex.org/W1816720378,Lisrel 8: Structural Equation Modeling With the Simplis Command Language,1993
https://openalex.org/W2005144066,Innovation and Learning: The Two Faces of R &amp; D,1989
https://openalex.org/W2060913542,Site-directed mutagenesis by overlap extension using the polymerase chain reaction,1989
https://openalex.org/W1527671059,??-Synuclein in Lewy bodies,1997
https://openalex.org/W1583872979,Turbulence modeling for CFD,1993
https://openalex.org/W3084106382,Review of Particle Physics,2016
https://openalex.org/W1570622790,Modeling Survival Data: Extending the Cox Model,2000
https://openalex.org/W3193598686,2021 ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure,2021
https://openalex.org/W3951449,SPSS for Windows Step by Step: A Simple Guide and Reference,1998
https://openalex.org/W2011657487,De novo transcript sequence reconstruction from RNA-seq using the Trinity platform for reference generation and analysis,2013
https://openalex.org/W1528022241,Becoming Qualitative Researchers: An Introduction,1991
https://openalex.org/W4231042348,Flow: The Psychology of Optimal Experience,1991
https://openalex.org/W3001195213,Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR,2020
https://openalex.org/W2280624662,Extended <sup>14</sup>C Data Base and Revised CALIB 3.0 <sup>14</sup>C Age Calibration Program,1993
https://openalex.org/W1973195696,Methods for detecting carcinogens and mutagens with the salmonella/mammalian-microsome mutagenicity test,1975
https://openalex.org/W2006807779,A plant DNA minipreparation: Version II,1983
https://openalex.org/W2090424147,Solid C60: a new form of carbon,1990
https://openalex.org/W2319937903,Co-planar stereotaxic atlas of the human brain,1989
https://openalex.org/W1991859775,Ultrahigh electron mobility in suspended graphene,2008
https://openalex.org/W2011721578,Iron-Based Layered Superconductor La[O<sub>1-</sub><i><sub>x</sub></i>F<i><sub>x</sub></i>]FeAs (<i>x</i> = 0.05???0.12) with <i>T</i><sub>c</sub> = 26 K,2008
https://openalex.org/W2079695567,Central Problems in Social Theory,1979
https://openalex.org/W2001771035,I.?€?COMPUTING MACHINERY AND INTELLIGENCE,1950
https://openalex.org/W2166843422,Handbook of Genetic Algorithms,1991
https://openalex.org/W2043733949,The determination of flavonoid contents in mulberry and their scavenging effects on superoxide radicals,1999
https://openalex.org/W2769724041,"The International Classification of Headache Disorders, 3rd edition (beta version)",2013
https://openalex.org/W2015295900,The Luminosity Function and Stellar Evolution.,1955
https://openalex.org/W2146948159,Toward a Theory of Situation Awareness in Dynamic Systems,1995
https://openalex.org/W2972869264,"Global and regional diabetes prevalence estimates for 2019 and projections for 2030 and 2045: Results from the International Diabetes Federation Diabetes Atlas, 9th edition",2019
https://openalex.org/W2037894668,"Organizational Strategy, Structure, and Process",1978
https://openalex.org/W1560729591,A technique for measurement of attitudes,1932
https://openalex.org/W172609984,Effects of Intensive Glucose Lowering in Type 2 Diabetes,2008
https://openalex.org/W3038067977,Quantum cryptography,2002
https://openalex.org/W2003934805,A Garbage Can Model of Organizational Choice,1972
https://openalex.org/W2155298532,A fast diffeomorphic image registration algorithm,2007
https://openalex.org/W2322095705,The Effect of Pravastatin on Coronary Events after Myocardial Infarction in Patients with Average Cholesterol Levels,1996
https://openalex.org/W2580389126,Research in Organizational Behavior,1984
https://openalex.org/W1967073510,"Using SeDuMi 1.02, A Matlab toolbox for optimization over symmetric cones",1999
https://openalex.org/W1982855075,Pilon: An Integrated Tool for Comprehensive Microbial Variant Detection and Genome Assembly Improvement,2014
https://openalex.org/W2335694045,The Practice of Social Research.,1976
https://openalex.org/W4232383088,Bayesian Data Analysis,2003
https://openalex.org/W2170790204,The Capital Structure Puzzle,1984
https://openalex.org/W2027047704,"Risk, Ambiguity, and the Savage Axioms",1961
https://openalex.org/W15668222,Infrared and Raman Characteristic Group Frequencies: Tables and Charts,2004
https://openalex.org/W2342249984,Data Structures for Statistical Computing in Python,2010
https://openalex.org/W2097811455,Foxp3 programs the development and function of CD4+CD25+ regulatory T cells,2003
https://openalex.org/W2122512809,Stochastic Processes and Filtering Theory,1970
https://openalex.org/W1715038780,Economic Growth and Income Inequality,2019
https://openalex.org/W2011744324,The Psychology of Attitudes,1997
https://openalex.org/W3082188176,2020 ESC Guidelines for the diagnosis and management of atrial fibrillation developed in collaboration with the European Association for Cardio-Thoracic Surgery (EACTS),2020
https://openalex.org/W2126160338,"On Computable Numbers, with an Application to the Entscheidungsproblem",1937
https://openalex.org/W2111967267,"Construction of <i>Escherichia coli</i> K?€?12 in?€?frame, single?€?gene knockout mutants: the Keio collection",2006
https://openalex.org/W2801085490,"Headache Classification Committee of the International Headache Society (IHS) The International Classification of Headache Disorders, 3rd edition",2018
https://openalex.org/W2129749811,Hegemonic Masculinity,2005
https://openalex.org/W2144985796,Inter-Society Consensus for the Management of Peripheral Arterial Disease (TASC II),2007
https://openalex.org/W2156370397,The Temperature Dependence of Relaxation Mechanisms in Amorphous Polymers and Other Glass-forming Liquids,1955
https://openalex.org/W2274722622,Validation study of WOMAC: a health status instrument for measuring clinically important patient relevant outcomes to antirheumatic drug therapy in patients with osteoarthritis of the hip or knee.,1988
https://openalex.org/W2480680997,Statistical Analysis with Missing Data,2002
https://openalex.org/W1485676192,Monopolistic competition and optimum product diversity,1977
https://openalex.org/W2141662760,"Overweight, Obesity, and Mortality from Cancer in a Prospectively Studied Cohort of U.S. Adults",2003
https://openalex.org/W1537972189,"Estimating the mean and variance from the median, range, and the size of a sample",2005
https://openalex.org/W4229738978,Varieties of Capitalism,2001
https://openalex.org/W2126125759,2014 Evidence-Based Guideline for the Management of High Blood Pressure in Adults,2013
https://openalex.org/W4211075179,Emotional Intelligence,1990
https://openalex.org/W2028415754,Cell Signaling by Receptor Tyrosine Kinases,2010
https://openalex.org/W2155482699,Training feedforward networks with the Marquardt algorithm,1994
https://openalex.org/W2167452694,Bayesian Analysis of Radiocarbon Dates,2009
https://openalex.org/W2755950973,bibliometrix : An R-tool for comprehensive science mapping analysis,2017
https://openalex.org/W3122093892,"The Economic Institutions of Capitalism: Firms, Markets, Relational Contracting",1985
https://openalex.org/W2159087408,Inflammation and Atherosclerosis,2002
https://openalex.org/W2008317504,Absence of Ferromagnetism or Antiferromagnetism in One- or Two-Dimensional Isotropic Heisenberg Models,1966
https://openalex.org/W1649808901,Extraordinary optical transmission through sub-wavelength hole arrays,1998
https://openalex.org/W2146084604,Multiferroic and magnetoelectric materials,2006
https://openalex.org/W2059401704,A semi-empirical method of absorption correction,1968
https://openalex.org/W2144574847,Efficient planar heterojunction perovskite solar cells by vapour deposition,2013
https://openalex.org/W627977585,SAS user's guide,1979
https://openalex.org/W2066261007,The spandrels of San Marco and the Panglossian paradigm: a critique of the adaptationist programme,1979
https://openalex.org/W4293105157,Stereotype threat and the intellectual test performance of African Americans.,1995
https://openalex.org/W2019950953,Fuzzy sets as a basis for a theory of possibility,1999
https://openalex.org/W3142492581,Maslach burnout inventory manual,1996
https://openalex.org/W1579760457,Global status report on noncommunicable diseases 2010.,2011
https://openalex.org/W2001233357,"DESCARTES?? ERROR: Emotion, Reason, and the Human Brain",1995
https://openalex.org/W2065419533,Revised Criteria for the Classification of Rheumatoid Arthritis,1990
https://openalex.org/W2159498975,Visual pattern recognition by moment invariants,1962
https://openalex.org/W2068484625,Numerical Methods for Unconstrained Optimization and Nonlinear Equations,1996
https://openalex.org/W2160660844,Mining and summarizing customer reviews,2004
https://openalex.org/W26772505,Lecture Notes in Artificial Intelligence,1999
https://openalex.org/W3125349408,The Population Ecology of Organizations,1977
https://openalex.org/W2153947402,<b>FactoMineR</b>: An<i>R</i>Package for Multivariate Analysis,2008
https://openalex.org/W2908510526,Decoupled Weight Decay Regularization,2017
https://openalex.org/W1970209023,THE ROLE OF TUTORING IN PROBLEM SOLVING<sup>*</sup>,1976
https://openalex.org/W2130355701,New diagnostic criteria for multiple sclerosis: Guidelines for research protocols,1983
https://openalex.org/W3183766709,Personal communication,2017
https://openalex.org/W1987364024,"The Experiential Aspects of Consumption: Consumer Fantasies, Feelings, and Fun",1982
https://openalex.org/W2155598961,Prevention of Coronary Heart Disease with Pravastatin in Men with Hypercholesterolemia,1995
https://openalex.org/W1985419904,Structural Equation Models with Unobservable Variables and Measurement Error: Algebra and Statistics,1981
https://openalex.org/W2055393399,Atom Transfer Radical Polymerization,2001
https://openalex.org/W2012270576,Science and technology for water purification in the coming decades,2008
https://openalex.org/W2155118487,Nanotoxicology: An Emerging Discipline Evolving from Studies of Ultrafine Particles,2005
https://openalex.org/W2170024099,UniFrac: a New Phylogenetic Method for Comparing Microbial Communities,2005
https://openalex.org/W4388395150,The Physics of Liquid Crystals,1993
https://openalex.org/W2098613108,Novel approach to nonlinear/non-Gaussian Bayesian state estimation,1993
https://openalex.org/W2119444539,Fast model-based estimation of ancestry in unrelated individuals,2009
https://openalex.org/W2169328609,Lead Iodide Perovskite Sensitized All-Solid-State Submicron Thin Film Mesoscopic Solar Cell with Efficiency Exceeding 9%,2012
https://openalex.org/W3039012497,General Relativity,1984
https://openalex.org/W1965734230,"Cancer Statistics, 2007",2007
https://openalex.org/W4229864382,Doing Gender,1987
https://openalex.org/W2895775694,Multivariate Data Analysis,1989
https://openalex.org/W1963721320,"Nanocrystals of Cesium Lead Halide Perovskites (CsPbX<sub>3</sub>, X = Cl, Br, and I): Novel Optoelectronic Materials Showing Bright Emission with Wide Color Gamut",2015
https://openalex.org/W1969787028,Relevance: Communication and Cognition,1986
https://openalex.org/W3012832369,Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019,2020
https://openalex.org/W1986252415,The surface science of titanium dioxide,2003
https://openalex.org/W2095655760,Food-Related Illness and Death in the United States,1999
https://openalex.org/W2039343706,A Course of Modern Analysis,1902
https://openalex.org/W1978493498,Rediscovering the Social Group: A Self-Categorization Theory.,1989
https://openalex.org/W2050386030,"STUDIES OF MARINE PLANKTONIC DIATOMS: I. CYCLOTELLA NANA HUSTEDT, AND DETONULA CONFERVACEA (CLEVE) GRAN.",1962
https://openalex.org/W2051224630,A Cluster Separation Measure,1979
https://openalex.org/W2083148578,"THE VALUATION OF RISK ASSETS AND THE SELECTION OF RISKY INVESTMENTS IN STOCK PORTFOLIOS AND CAPITAL BUDGETS**This paper is another in a series of interrelated theoretical and statistical studies of corporate financial and investment policies being made under grants from the Rockefeller Foundation, and more recently the Ford Foundation, to the Harvard Business School. The generous support for this work is most gratefully acknowledged. The author is also much indebted to his colleagues Professors?€?",1975
https://openalex.org/W1914622032,Polyphenols: food sources and bioavailability,2004
https://openalex.org/W2165429918,Geographic Localization of Knowledge Spillovers as Evidenced by Patent Citations,1993
https://openalex.org/W604181985,A table of integrals,1917
https://openalex.org/W1976844911,Genetics of Food Intake Self-Regulation in Childhood: Literature Review and Research Opportunities,2013
https://openalex.org/W2133371793,Program MARK: survival estimation from populations of marked animals,1999
https://openalex.org/W2097308346,Laplacian Eigenmaps for Dimensionality Reduction and Data Representation,2003
https://openalex.org/W2107878631,Learning long-term dependencies with gradient descent is difficult,1994
https://openalex.org/W4249855545,Social Change and Crime Rate Trends: A Routine Activity Approach,1979
https://openalex.org/W4243177274,A power primer.,1992
https://openalex.org/W4292854730,Assessing coping strategies: A theoretically based approach.,1989
https://openalex.org/W1893993890,Dietary Modulation of the Human Colonic Microbiota: Introducing the Concept of Prebiotics,1995
https://openalex.org/W1979308046,Many-body physics with ultracold gases,2008
https://openalex.org/W2086126894,Pattern formation outside of equilibrium,1993
https://openalex.org/W2150312211,"Flocks, herds and schools: A distributed behavioral model",1987
https://openalex.org/W3105401162,Planck 2015 results. XIII. Cosmological parameters,2015
https://openalex.org/W2080791625,"Generic Assignments, Strain Histories and Properties of Pure Cultures of Cyanobacteria",1979
https://openalex.org/W3122477235,Economic Growth and the Environment,1995
https://openalex.org/W4301958211,Judgment under Uncertainty,1982
https://openalex.org/W2030765885,??ber die von der molekularkinetischen Theorie der W??rme geforderte Bewegung von in ruhenden Fl??ssigkeiten suspendierten Teilchen,1905
https://openalex.org/W1874700596,ASSESSMENT OF OUTCOME AFTER SEVERE BRAIN DAMAGE A Practical Scale,1975
https://openalex.org/W2162090451,A very brief measure of the Big-Five personality domains,2003
https://openalex.org/W2170426277,Histochemistry: Theoretical and Applied,1953
https://openalex.org/W3134530972,Pancreatic Cancer,2000
https://openalex.org/W1973062929,A 3D Map of the Human Genome at Kilobase Resolution Reveals Principles of Chromatin Looping,2014
https://openalex.org/W2039599894,Identification of the Cystic Fibrosis Gene: Cloning and Characterization of Complementary DNA,1989
https://openalex.org/W2107228383,Periodontal Disease in Pregnancy II. Correlation Between Oral Hygiene and Periodontal Condition,1964
https://openalex.org/W2106006415,Brain?€?computer interfaces for communication and control,2002
https://openalex.org/W2118295263,The worldwide leaf economics spectrum,2004
https://openalex.org/W2169330513,Diversity of the Human Intestinal Microbial Flora,2005
https://openalex.org/W3124175488,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,1997
https://openalex.org/W1415442047,Evolution and the Theory of Games,1982
https://openalex.org/W2146202010,Surface energy and the contact of elastic solids,1971
https://openalex.org/W250076511,Fundamentals of statistical signal processing: Estimation theory,1994
https://openalex.org/W2166662937,Combined Nivolumab and Ipilimumab or Monotherapy in Untreated Melanoma,2015
https://openalex.org/W2171165037,Guidelines for the Early Management of Patients With Acute Ischemic Stroke,2013
https://openalex.org/W4248634141,A simplest systematics for the organization of turn-taking for conversation,1974
https://openalex.org/W2005156172,Revised methods for the Salmonella mutagenicity test,1983
https://openalex.org/W2101736928,Does Social Capital Have an Economic Payoff? A Cross-Country Investigation,1997
https://openalex.org/W2101357408,Biological insights from 108 schizophrenia-associated genetic loci,2014
https://openalex.org/W4295750005,The organization of the human cerebral cortex estimated by intrinsic functional connectivity,2011
https://openalex.org/W2128542677,Improved Survival with Vemurafenib in Melanoma with BRAF V600E Mutation,2011
https://openalex.org/W2027229485,A Broad Host Range Mobilization System for In Vivo Genetic Engineering: Transposon Mutagenesis in Gram Negative Bacteria,1983
https://openalex.org/W2119652992,"Absorptive Capacity: A Review, Reconceptualization, and Extension",2002
https://openalex.org/W2134153749,The Complete Genome Sequence of <i>Escherichia coli</i> K-12,1997
https://openalex.org/W2149573313,A core gut microbiome in obese and lean twins,2008
https://openalex.org/W2149507322,Extinction risk from climate change,2004
https://openalex.org/W2798336535,<i>Gaia</i> Data Release 2,2018
https://openalex.org/W4241214195,Principles of Optics,1999
https://openalex.org/W2114488753,The feasibility of creating a checklist for the assessment of the methodological quality both of randomised and non-randomised studies of health care interventions,1998
https://openalex.org/W2120390927,ENSEMBLE EMPIRICAL MODE DECOMPOSITION: A NOISE-ASSISTED DATA ANALYSIS METHOD,2008
https://openalex.org/W1483307070,Sequential Monte Carlo Methods in Practice,2001
https://openalex.org/W2134383396,An Algorithm for Vector Quantizer Design,1980
https://openalex.org/W2272473773,Terrestrial Ecoregions of the World: A New Map of Life on Earth,2001
https://openalex.org/W4255411484,Crossing the Quality Chasm: A New Health System for the 21st Century,2002
https://openalex.org/W1973663126,The Resonating Valence Bond State in La <sub>2</sub> CuO <sub>4</sub> and Superconductivity,1987
