author_id,author_name,university_name
https://openalex.org/A5062226704,Jiuyang Xu,Tsinghua University
https://openalex.org/A5101081875,Xiaoying Gu,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5101711490,Zhenshun Cheng,Zhongnan Hospital of Wuhan University
https://openalex.org/A5100655339,Ting Yu,Unknown
https://openalex.org/A5024929222,Jiaan Xia,Unknown
https://openalex.org/A5100344847,Yuan Wei,Unknown
https://openalex.org/A5103981505,Wenjuan Wu,Unknown
https://openalex.org/A5037416293,Xuelei Xie,Unknown
https://openalex.org/A5014572115,Wen Yin,Huazhong University of Science and Technology
https://openalex.org/A5057824494,Hui Li,Capital Medical University
https://openalex.org/A5045493285,Min Liu,China-Japan Friendship Hospital
https://openalex.org/A5100606060,Xiao Yan,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5101633148,Hong Gao,Institute of Laboratory Animal Science
https://openalex.org/A5070771101,Li Guo,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5058709579,Jungang Xie,Tongji Hospital
https://openalex.org/A5013568062,Guangfa Wang,Peking University First Hospital
https://openalex.org/A5112776266,Rongmeng Jiang,Beijing Ditan Hospital
https://openalex.org/A5026007726,Zhancheng Gao,Peking University People's Hospital
https://openalex.org/A5100637146,Qi Jin,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5100424784,Jianwei Wang,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5100613209,Bin Cao,Chinese Academy of Medical Sciences & Peking Union Medical College
https://openalex.org/A5084778951,P. C. Hohenberg,??cole Normale Sup??rieure - PSL
https://openalex.org/A5081897732,Haider Raza,Unknown
https://openalex.org/A5084346756,Annie John,Unknown
https://openalex.org/A5020229477,Abderrahim Nemmar,United Arab Emirates University
https://openalex.org/A5089452951,E. G. Bligh,Unknown
https://openalex.org/A5032047957,W. J. Dyer,Unknown
https://openalex.org/A5077161809,Matthias Egger,University of Bristol
https://openalex.org/A5013184354,George Davey Smith,University of Bristol
https://openalex.org/A5103098101,Martin Schneider,University of Bern
https://openalex.org/A5025898289,C. Minder,Institute of Social and Preventive Medicine
https://openalex.org/A5018694596,Donald A. McQuarrie,Unknown
https://openalex.org/A5110910530,Albert Bandura,Unknown
https://openalex.org/A5019637527,Wendy Freeman,Unknown
https://openalex.org/A5020349487,Richard Lightsey,University of Memphis
https://openalex.org/A5009556658,Ben Langmead,"University of Maryland, College Park"
https://openalex.org/A5010384159,Steven L. Salzberg,"University of Maryland, College Park"
https://openalex.org/A5113631634,Hirotugu Akaike,The Institute of Statistical Mathematics
https://openalex.org/A5113535594,Edward L. Kaplan,Unknown
https://openalex.org/A5103404782,Paul Meier,University of Chicago
https://openalex.org/A5047995033,M. R. Garey,Unknown
https://openalex.org/A5110866131,David S. Johnson,Unknown
https://openalex.org/A5113783987,J Martin Bland,"St George's, University of London"
https://openalex.org/A5110857369,DouglasG. Altman,"St George's, University of London"
https://openalex.org/A5070962272,Piotr Chomczy??ski,National Institutes of Health
https://openalex.org/A5100420313,Zhou Wang,New York University
https://openalex.org/A5075463806,Alan C. Bovik,The University of Texas at Austin
https://openalex.org/A5112664269,H.R. Sheikh,The University of Texas at Austin
https://openalex.org/A5080476548,Eero P. Simoncelli,Howard Hughes Medical Institute
https://openalex.org/A5112758519,Matthew B. Miles,Unknown
https://openalex.org/A5109053731,A. Michael Huberman,Unknown
https://openalex.org/A5008304919,A. P. Dempster,Educational Testing Service
https://openalex.org/A5107384928,N. M. Laird,Educational Testing Service
https://openalex.org/A5071941451,Donald B. Rubin,Educational Testing Service
https://openalex.org/A5105301983,Mary E. Charlson,Cornell University
https://openalex.org/A5041225023,Peter Pompei,Cornell University
https://openalex.org/A5111785718,Kathy L. Ale??,Cornell University
https://openalex.org/A5103589646,C. Ronald MacKenzie,Cornell University
https://openalex.org/A5037182479,Simon Phelan,University of Birmingham
https://openalex.org/A5109532899,Aravind Subramanian,Massachusetts Institute of Technology
https://openalex.org/A5017114712,Pablo Tamayo,Massachusetts Institute of Technology
https://openalex.org/A5068971521,Vamsi K. Mootha,Harvard University
https://openalex.org/A5014241799,Sayan Mukherjee,Harvard University
https://openalex.org/A5070668676,Benjamin L. Ebert,Harvard University
https://openalex.org/A5065488391,Michael A. Gillette,Harvard University
https://openalex.org/A5022925020,Amanda G. Paulovich,Harvard University
https://openalex.org/A5018379179,Scott L. Pomeroy,Dana-Farber Cancer Institute
https://openalex.org/A5001449157,Todd R. Golub,Harvard University
https://openalex.org/A5020748592,Eric S. Lander,Harvard University
https://openalex.org/A5077622597,Jill P. Mesirov,Harvard University
https://openalex.org/A5080781978,Gideon Schwarz,Unknown
https://openalex.org/A5027340494,Robert Tibshirani,University of Toronto
https://openalex.org/A5007823743,Koichiro Tamura,Tokyo Metropolitan University
https://openalex.org/A5067791761,Glen Stecher,Arizona State University
https://openalex.org/A5028632294,Daniel S. Peterson,Arizona State University
https://openalex.org/A5111452408,Alan Filipski,Arizona State University
https://openalex.org/A5100680948,Sudhir Kumar,King Abdulaziz University
https://openalex.org/A5013336788,Scott Kirkpatrick,IBM Research - Thomas J. Watson Research Center
https://openalex.org/A5043473326,C. D. Gelatt,IBM Research - Thomas J. Watson Research Center
https://openalex.org/A5082059084,M.P. Vecchi,Instituto Venezolano de Investigaciones Cient??ficas
https://openalex.org/A5002183320,Christian Szegedy,Google (United States)
https://openalex.org/A5100641142,Wei Liu,University of North Carolina at Chapel Hill
https://openalex.org/A5110220840,Yangqing Jia,Google (United States)
https://openalex.org/A5066544075,Pierre Sermanet,Google (United States)
https://openalex.org/A5059110895,Scott Reed,University of Michigan?€?Ann Arbor
https://openalex.org/A5081024054,Dragomir Anguelov,Google (United States)
https://openalex.org/A5084125668,Dumitru Erhan,Google (United States)
https://openalex.org/A5013813527,Vincent Vanhoucke,Google (United States)
https://openalex.org/A5026452365,Andrew Rabinovich,Magic Leap (United States)
https://openalex.org/A5000736765,Fred S. Guthery,Unknown
https://openalex.org/A5109108037,Kenneth P. Burnham,Unknown
https://openalex.org/A5101944629,David Anderson,Unknown
https://openalex.org/A5070528313,Eric F. Pettersen,"University of California, San Francisco"
https://openalex.org/A5113145311,Thomas D. Goddard,"University of California, San Francisco"
https://openalex.org/A5111598904,Conrad C. Huang,"University of California, San Francisco"
https://openalex.org/A5109092982,Gregory S. Couch,"University of California, San Francisco"
https://openalex.org/A5025911938,Daniel M. Greenblatt,"University of California, San Francisco"
https://openalex.org/A5109200358,Elaine C. Meng,"University of California, San Francisco"
https://openalex.org/A5086093811,Thomas E. Ferrin,"University of California, San Francisco"
https://openalex.org/A5007379298,A. S. Zigmond,University of Leeds
https://openalex.org/A5088498607,R. P. Snaith,University of Leeds
https://openalex.org/A5079749826,Sumio Iijima,NEC (Japan)
https://openalex.org/A5042863303,Stefan Grimme,University of M??nster
https://openalex.org/A5064817771,Jens Antony,University of M??nster
https://openalex.org/A5046284587,Stephan Ehrlich,University of M??nster
https://openalex.org/A5011411945,Helge Krieg,University of M??nster
https://openalex.org/A5035110525,Paul Shannon,Institute for Systems Biology
https://openalex.org/A5031053426,Andrew Markiel,Institute for Systems Biology
https://openalex.org/A5046774571,Owen Ozier,Whitehead Institute for Biomedical Research
https://openalex.org/A5005287667,Nitin S. Baliga,Institute for Systems Biology
https://openalex.org/A5087100636,Jonathan T. Wang,Whitehead Institute for Biomedical Research
https://openalex.org/A5071710055,Daniel Ramage,Whitehead Institute for Biomedical Research
https://openalex.org/A5054275386,Nada Amin,Whitehead Institute for Biomedical Research
https://openalex.org/A5059640936,Benno Schwikowski,Institute for Systems Biology
https://openalex.org/A5089373684,Trey Ideker,Whitehead Institute for Biomedical Research
https://openalex.org/A5077667471,R. C. Edgar,Mill Valley Public Library
https://openalex.org/A5111995000,Daniel Kahneman,Unknown
https://openalex.org/A5000234995,Amos Tversky,Unknown
https://openalex.org/A5103432521,Chih-Chung Chang,National Taiwan University
https://openalex.org/A5068223640,Chih?€?Jen Lin,National Taiwan University
https://openalex.org/A5000679279,Duncan J. Watts,Cornell University
https://openalex.org/A5029418921,Steven H. Strogatz,Cornell University
https://openalex.org/A5102738088,Thomas K??hn,Unknown
https://openalex.org/A5109867375,Richard Schlegel,Michigan State University
https://openalex.org/A5019977651,Alexander Dobin,Cold Spring Harbor Laboratory
https://openalex.org/A5111593857,Carrie Davis,Cold Spring Harbor Laboratory
https://openalex.org/A5029421561,Felix Schlesinger,Cold Spring Harbor Laboratory
https://openalex.org/A5111957142,J??rg Drenkow,Pacific Biosciences (United States)
https://openalex.org/A5027700148,Chris Zaleski,Cold Spring Harbor Laboratory
https://openalex.org/A5071496329,Sonali Jha,Cold Spring Harbor Laboratory
https://openalex.org/A5026426674,Philippe Batut,Cold Spring Harbor Laboratory
https://openalex.org/A5026460408,Mark Chaisson,Cold Spring Harbor Laboratory
https://openalex.org/A5067538373,T Gingeras,Cold Spring Harbor Laboratory
https://openalex.org/A5108567924,Bradley Efron,South Dakota School of Mines and Technology
https://openalex.org/A5098505189,Maurice Bloch,Unknown
https://openalex.org/A5061396853,Jean Lave,Unknown
https://openalex.org/A5018954657,??tienne Wenger,Unknown
https://openalex.org/A5055013660,A. Bandura,Unknown
https://openalex.org/A5110931656,Joseph Felsenstein,University of Washington
https://openalex.org/A5050197338,Daniel G. Peterson,Arizona State University
https://openalex.org/A5110852504,Nora Peterson,Arizona State University
https://openalex.org/A5088394271,Kalyanmoy Deb,Indian Institute of Technology Kanpur
https://openalex.org/A5003443596,Amrit Pratap,Indian Institute of Technology Kanpur
https://openalex.org/A5110225207,Sakshi Agarwal,Indian Institute of Technology Kanpur
https://openalex.org/A5066045362,T. Meyarivan,Indian Institute of Technology Kanpur
https://openalex.org/A5024894593,Lee J. Cronbach,University of Illinois System
https://openalex.org/A5062753972,Vladimir Vapnik,AT&T (United States)
https://openalex.org/A5068520992,Steven J. Plimpton,Sandia National Laboratories California
https://openalex.org/A5054655496,Fr??d??ric Plewniak,Institut de Biologie Mol??culaire et Cellulaire
https://openalex.org/A5111422885,Fran??ois Jeanmougin,Institut de Biologie Mol??culaire et Cellulaire
https://openalex.org/A5089979303,Matthew J. Page,Monash University
https://openalex.org/A5015844348,Joanne E. McKenzie,Monash University
https://openalex.org/A5061726857,Patrick M. Bossuyt,University of Amsterdam
https://openalex.org/A5065028933,Isabelle Boutron,Inserm
https://openalex.org/A5090700680,Tammy Hoffmann,Bond University
https://openalex.org/A5031204654,Cynthia D. Mulrow,Academy of Medicine
https://openalex.org/A5091561305,Larissa Shamseer,University of Ottawa
https://openalex.org/A5041615321,Elie A. Akl,American University of Beirut
https://openalex.org/A5012486829,Sue Brennan,Monash University
https://openalex.org/A5070442023,Roger Chou,Oregon Health & Science University
https://openalex.org/A5003504334,Julie Glanville,Leeds and York Partnership NHS Foundation Trust
https://openalex.org/A5054403907,Jeremy Grimshaw,University of Ottawa
https://openalex.org/A5110728949,Asbj??rn Hr??bjartsson,University of Southern Denmark
https://openalex.org/A5007813511,Manoj M. Lalu,Ottawa Hospital
https://openalex.org/A5072760500,Tianjing Li,Johns Hopkins University
https://openalex.org/A5054045289,Elizabeth Loder,Brigham and Women's Hospital
https://openalex.org/A5055917772,Evan Mayo?€?Wilson,Indiana University Bloomington
https://openalex.org/A5074391235,Steve McDonald,Monash University
https://openalex.org/A5037094305,Luke A. McGuinness,University of Bristol
https://openalex.org/A5082927689,Lesley Stewart,University of York
https://openalex.org/A5090183643,James Thomas,University College London
https://openalex.org/A5074901391,Andrea C. Tricco,St. Michael's Hospital
